school_id,school_name,gu,access_condition_type,official_park,functional_park,route_names_differ,official_barrier_level,functional_barrier_level,official_crossing_count,functional_crossing_count,official_large_intersection,functional_large_intersection,official_accident_hotspot,functional_accident_hotspot,functional_risk,official_risk,hidden_if_official_only,understated_if_official_only,mismatch_reasons,ui_warning_text,audit_category
B000025751,인천경연초등학교,서구,near_park_low_green_imbalance,황소자리공원,황소자리공원,False,0,1,0,0,False,False,False,False,False,False,False,True,보행부담 등급,활동규모 공원 경로는 공식 최근접 공원 경로와 비교해 보행부담 등급 항목이 더 불리하게 산정됩니다.,activity_scale_route_understated_by_official_route
B000025752,인천도담초등학교,서구,functional_access_with_barrier,포리공원,포리공원,False,3,3,0,0,False,False,False,False,True,True,False,False,,,aligned_route_basis
B000025756,인천청호초등학교,서구,functional_access_with_barrier,물병자리공원,물병자리공원,False,3,3,0,0,False,False,True,True,True,True,False,False,,,aligned_route_basis
B000026155,인천한들초등학교,서구,nominal_access_only,당하어린이공원,당하지구 1호공원,True,2,2,1,1,False,False,False,False,True,True,False,False,,공식 최근접 공원과 활동규모 공원 대상지가 달라 경로 특성을 별도로 해석합니다.,different_route_functional_risk_visible
B000026332,인천백석초등학교,서구,functional_access_with_barrier,당하지구7호 어린이공원,당하지구 1호공원,True,0,2,0,1,False,False,False,False,True,False,True,True,보행부담 등급 · 간선도로 횡단,활동규모 공원 경로는 공식 최근접 공원 경로와 비교해 보행부담 등급·간선도로 횡단 항목이 더 불리하게 산정됩니다.,activity_scale_route_understated_by_official_route
B000026333,인천가원초등학교,서구,nominal_access_only,가경공원,거울어린이공원,True,2,3,1,1,False,False,False,True,True,True,False,True,보행부담 등급 · 사고위험 지점,활동규모 공원 경로는 공식 최근접 공원 경로와 비교해 보행부담 등급·사고위험 지점 항목이 더 불리하게 산정됩니다.,activity_scale_route_understated_by_official_route
B000026466,인천아라초등학교,서구,functional_access_with_barrier,아라노을공원,아라노을공원,False,2,2,0,0,False,False,False,False,True,True,False,False,,,aligned_route_basis
B000026467,인천해든초등학교,서구,near_park_low_green_imbalance,해든공원,해든공원,False,3,3,0,0,False,False,False,False,True,True,False,False,,,aligned_route_basis
B000026468,인천아람초등학교,서구,nominal_access_only,동글동글나이테공원,바래미공원,True,0,1,0,0,False,False,False,False,False,False,False,True,보행부담 등급,활동규모 공원 경로는 공식 최근접 공원 경로와 비교해 보행부담 등급 항목이 더 불리하게 산정됩니다.,activity_scale_route_understated_by_official_route
B000026469,인천한별초등학교,서구,functional_access_available,도담공원,도담공원,False,1,1,0,0,False,False,False,False,False,False,False,False,,,aligned_route_basis
B000026470,인천이음초등학교,서구,nominal_access_only,아랫목어린이공원,도담공원,True,1,3,0,1,False,False,False,False,True,False,True,True,보행부담 등급 · 간선도로 횡단,활동규모 공원 경로는 공식 최근접 공원 경로와 비교해 보행부담 등급·간선도로 횡단 항목이 더 불리하게 산정됩니다.,activity_scale_route_understated_by_official_route
B000026471,인천신검단초등학교,서구,nominal_access_only,원당지구 4호 어린이공원,원당지구 3호공원,True,2,2,1,1,False,False,False,False,True,True,False,False,,공식 최근접 공원과 활동규모 공원 대상지가 달라 경로 특성을 별도로 해석합니다.,different_route_functional_risk_visible
B000026504,인천송담초등학교,연수구,nominal_access_only,랜드마크시티 1호 수변공원,랜드마크시티 1호 수변공원,False,2,2,1,1,False,False,False,False,True,True,False,False,,,aligned_route_basis
B000027505,인천중산초등학교,중구,functional_access_available,박석공원,박석공원,False,0,0,0,0,False,False,False,False,False,False,False,False,,,aligned_route_basis
