학교ID,학교명,사업,검토상태,관측시설수,판단근거
B000003044,인천삼산초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003044,인천삼산초등학교,sports,판단 보류,2,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003044,인천삼산초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003015,인천구산초등학교,library,판단 보류,2,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003015,인천구산초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003015,인천구산초등학교,sports,판단 보류,3,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003015,인천구산초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000002950,인천신광초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002950,인천신광초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000002950,인천신광초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000002950,인천신광초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002976,인천학산초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002976,인천학산초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000002976,인천학산초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000002976,인천학산초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003092,인천송천초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003092,인천송천초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003092,인천송천초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003092,인천송천초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002986,인천대화초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002986,인천대화초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000002986,인천대화초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000002986,인천대화초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002992,인천연학초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002992,인천연학초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000002992,인천연학초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000002992,인천연학초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003123,인천계산초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003123,인천계산초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003123,인천계산초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003123,인천계산초등학교,welfare,판단 보류,3,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000002987,인천주안북초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002987,인천주안북초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000002987,인천주안북초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000002987,인천주안북초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003144,인천석남초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003144,인천석남초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003144,인천석남초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003144,인천석남초등학교,welfare,판단 보류,3,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003168,인천가현초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003168,인천가현초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003168,인천가현초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003168,인천가현초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003142,인천심곡초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003142,인천심곡초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003142,인천심곡초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003142,인천심곡초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002996,덕적초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000002996,덕적초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000002996,덕적초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000002996,덕적초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003025,인천부개초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003025,인천부개초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003025,인천부개초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003025,인천부개초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003103,인천담방초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003103,인천담방초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003103,인천담방초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003103,인천담방초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003088,인천사리울초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003088,인천사리울초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003088,인천사리울초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003088,인천사리울초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002957,인천공항초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002957,인천공항초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000002957,인천공항초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000002957,인천공항초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003075,인천구월서초등학교,library,판단 보류,2,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003075,인천구월서초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003075,인천구월서초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003075,인천구월서초등학교,welfare,판단 보류,2,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000002964,인천송현초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002964,인천송현초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000002964,인천송현초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000002964,인천송현초등학교,welfare,판단 보류,3,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003051,인천능허대초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003051,인천능허대초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003051,인천능허대초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003051,인천능허대초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003035,인천산곡남초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003035,인천산곡남초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003035,인천산곡남초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003035,인천산곡남초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003152,인천검단초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003152,인천검단초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003152,인천검단초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003152,인천검단초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003107,인천효성동초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003107,인천효성동초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003107,인천효성동초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003107,인천효성동초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003166,인천마전초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003166,인천마전초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003166,인천마전초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003166,인천마전초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003105,인천서창초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003105,인천서창초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003105,인천서창초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003105,인천서창초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002979,인천문학초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002979,인천문학초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000002979,인천문학초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000002979,인천문학초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003030,인천부평남초등학교,library,판단 보류,3,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003030,인천부평남초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003030,인천부평남초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003030,인천부평남초등학교,welfare,판단 보류,2,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003005,인천용현남초등학교자월분교장,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003005,인천용현남초등학교자월분교장,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003005,인천용현남초등학교자월분교장,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003005,인천용현남초등학교자월분교장,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003019,인천부광초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003019,인천부광초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003019,인천부광초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003019,인천부광초등학교,welfare,판단 보류,2,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003040,인천동암초등학교,library,판단 보류,2,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003040,인천동암초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003040,인천동암초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003040,인천동암초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000002984,인천승학초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002984,인천승학초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000002984,인천승학초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000002984,인천승학초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003017,인천부내초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003017,인천부내초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003017,인천부내초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003017,인천부내초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002963,인천만석초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002963,인천만석초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000002963,인천만석초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000002963,인천만석초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003143,인천신석초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003143,인천신석초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003143,인천신석초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003143,인천신석초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003100,인천조동초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003100,인천조동초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003100,인천조동초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003100,인천조동초등학교,welfare,판단 보류,2,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000025756,인천청호초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000025756,인천청호초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000025756,인천청호초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000025756,인천청호초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000022832,인천한빛초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000022832,인천한빛초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000022832,인천한빛초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000022832,인천한빛초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003106,경인교육대학교부설초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003106,경인교육대학교부설초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003106,경인교육대학교부설초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003106,경인교육대학교부설초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003020,인천일신초등학교,library,판단 보류,2,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003020,인천일신초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003020,인천일신초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003020,인천일신초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003046,인천굴포초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003046,인천굴포초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003046,인천굴포초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003046,인천굴포초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003042,인천마장초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003042,인천마장초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003042,인천마장초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
