"LBRRY_NM","CTPRVN_NM","SIGNGU_NM","LBRRY_SE","CLOSE_DAY","WEEKDAY_OPER_OPEN_HHMM","WEEKDAY_OPER_COLSE_HHMM","SAT_OPER_OPER_OPEN_HHMM","SAT_OPER_CLOSE_HHMM","HOLIDAY_OPER_OPEN_HHMM","HOLIDAY_CLOSE_OPEN_HHMM","SEAT_CO","BOOK_CO","PBLICTN_CO","NONE_BOOK_CO","LON_CO","LON_DAYCNT","RDNMADR","OPER_INSTITUTION_NM","PHONE_NUMBER","PLOT_AR","BULD_AR","HOMEPAGE_URL","LATITUDE","LONGITUDE","REFERENCE_DATE","INSTT_CODE","INSTT_NM"
"The Way 작은도서관","인천광역시","서구","작은도서관","일+월+법정공휴일","10:00","18:00","10:00","18:00","00:00","00:00","15","5521","0","0","2","7","인천광역시 서구 서곶로 341 (연희동)","","032-577-6350","","","","37.54822157","126.6766898","2025-11-14","3561000","인천광역시 서해구"
"북구도서관","인천광역시","부평구","공공도서관","매주 월요일","09:00","20:00","09:00","17:00","09:00","17:00","500","308092","88","59748","10","22","인천광역시 부평구 신트리로 21","인천광역시교육청북구도서관","032-363-5000","9362","8098","https://lib.ice.go.kr/bukgu","37.50658091","126.7236393","2024-08-09","7310237","인천광역시교육청 인천광역시북구도서관"
"불로문화체육센터 작은도서관","인천광역시","서구","작은도서관","일+법정공휴일","07:00","20:00","07:00","17:00","00:00","00:00","54","1220","0","0","0","0","인천광역시 서구 검단로768번1길 3 (불로동)","","032-561-5670","","","","37.61299724","126.6858828","2025-11-14","3561000","인천광역시 서해구"
"책향 북카페","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","17:00","00:00","00:00","00:00","00:00","14","1302","0","0","0","0","인천광역시 서구 가정로406번길 25 (가정동)","","032-718-3720","","","","37.52195565","126.6765082","2025-11-14","3561000","인천광역시 서해구"
"다독다독 북카페","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","17:00","00:00","00:00","00:00","00:00","35","1605","0","0","0","0","인천광역시 서구 봉화로 42 (왕길동)","","032-718-5440","","","","37.59701626","126.6376311","2025-11-14","3561000","인천광역시 서해구"
"청호초중학교 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","09:00","17:00","00:00","00:00","00:00","00:00","60","5661","0","0","2","14","인천광역시 서구 청라한울로 44 (청라동)","","032-456-9126","","","","37.53864489","126.6415165","2025-11-14","3561000","인천광역시 서해구"
"검단행복 북카페","인천광역시","서구","작은도서관","토+일+법정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","40","1965","0","0","0","0","인천광역시 서구 검단로529번길 14 (마전동)","","032-560-3256","","","","37.60508641","126.6618003","2025-11-14","3561000","인천광역시 서해구"
"나비사랑 작은도서관","인천광역시","서구","작은도서관","월","10:00","18:00","10:00","18:00","09:00","18:00","32","1460","0","0","0","0","인천광역시 서구 담지로 58, 1층","","032-519-8293","","","","37.53493817","126.660403","2025-11-14","3561000","인천광역시 서해구"
"맑은내 작은도서관","인천광역시","서구","작은도서관","일+법정공휴일","10:30","18:00","10:30","18:30","00:00","00:00","25","3000","5","0","0","0","인천광역시 서구 여우재로 99, 지하1층","","032-000-0000","","","","37.48699602","126.6872148","2025-11-14","3561000","인천광역시 서해구"
"비전 작은도서관","인천광역시","서구","작은도서관","법정공휴일","09:00","17:00","09:00","15:00","09:00","15:00","20","1546","6","22","0","0","인천광역시 서구 건지로334번길 41, 3층","","032-000-0000","","","","37.49445846","126.6786235","2025-11-14","3561000","인천광역시 서해구"
"사랑방 작은도서관","인천광역시","서구","작은도서관","월","10:00","17:00","10:00","17:00","13:00","17:00","50","2300","3","0","0","0","인천광역시 서구 원당대로839번안길 20, 한우리교회","","032-569-0691","","","","37.59533187","126.6927384","2025-11-14","3561000","인천광역시 서해구"
"서로사랑하는도서관","인천광역시","서구","작은도서관","법정공휴일","10:00","19:00","10:00","17:00","10:00","13:00","20","3000","5","1100","0","0","인천광역시 서구 완정로10번길 8, 3층","","070-4246-5061","","","","37.59504508","126.673142","2025-11-14","3561000","인천광역시 서해구"
"웰카 작은도서관","인천광역시","서구","작은도서관","화+목+토+일+법정공휴일","14:00","17:00","00:00","00:00","00:00","00:00","24","8000","0","0","0","0","인천광역시 서구 청라에메랄드로 156","","032-561-1012","","","","37.53871528","126.6579901","2025-11-14","3561000","인천광역시 서해구"
"푸른꿈 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","19:00","21:00","00:00","00:00","00:00","00:00","30","4858","2","0","0","0","인천광역시 서구 청라라임로 131","","032-000-0000","","","","37.53870993","126.6526687","2025-11-14","3561000","인천광역시 서해구"
"베르힐도서관","인천광역시","서구","작은도서관","법정공휴일","09:00","22:00","09:00","22:00","00:00","00:00","28","1428","0","0","0","0","인천광역시 서구 봉오재1로 15","","032-584-7505","","","","37.52442845","126.6653226","2025-11-14","3561000","인천광역시 서해구"
"블루힐도서관","인천광역시","서구","작은도서관","법정공휴일","10:00","18:00","10:00","18:00","00:00","00:00","30","1043","0","0","0","0","인천광역시 서구 봉오재2로 37","","032-569-6791","","","","37.53463287","126.6664964","2025-11-14","3561000","인천광역시 서해구"
"5B2F(빠삐뚜엡) 작은도서관","인천광역시","서구","작은도서관","월+토+일+법정공휴일","12:30","17:00","00:00","00:00","00:00","00:00","34","3004","0","0","0","0","인천광역시 서구 청마로134번길 14","","032-564-0693","","","","37.5894066","126.6790581","2025-11-14","3561000","인천광역시 서해구"
"푸른길 작은도서관","인천광역시","서구","작은도서관","월+일+법정공휴일","11:00","17:00","13:00","17:00","00:00","00:00","119","2700","0","0","0","0","인천광역시 서구 검단로744번4길 17, 포근한교회","","032-562-0697","","","","37.61233136","126.6867536","2025-11-14","3561000","인천광역시 서해구"
"청초랑 북카페","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","50","3650","0","0","0","0","인천광역시 서구 청라라임로 58, (연희동) 지하1층","","032-560-3442","","","","37.53266259","126.6537321","2025-11-14","3561000","인천광역시 서해구"
"물푸레 작은도서관","인천광역시","서구","작은도서관","일+법정공휴일","10:00","18:00","11:00","14:00","00:00","00:00","18","19229","0","2","2","7","인천광역시 서구 원당대로840번길 21, 풍림아이원아파트 관리동 3층","","032-563-1739","","","","37.59234272","126.6949518","2025-11-14","3561000","인천광역시 서해구"
"드림하이 작은도서관","인천광역시","서구","작은도서관","월+법정공휴일","11:00","17:00","11:00","15:00","00:00","00:00","26","3385","0","80","2","7","인천광역시 서구 완정로64번길 64, 3층","","070-4217-1005","","","","37.596244","126.673545","2025-11-14","3561000","인천광역시 서해구"
"드림파크 어울림 1단지 문고","인천광역시","서구","작은도서관","월+수+목+토+일+법정공휴일","14:00","18:00","00:00","00:00","00:00","00:00","15","4000","0","2","2","7","인천광역시 서구 봉화로 18, 드림파크어울림1단지 내 작은도서관","","032-561-3807","","","","37.59565987","126.6392635","2025-11-14","3561000","인천광역시 서해구"
"느티나무 도서관","인천광역시","서구","작은도서관","법정공휴일","10:00","20:00","10:00","20:00","00:00","00:00","24","6900","0","2","2","7","인천광역시 서구 건지로348번길 18","","032-581-4048","","","","37.49602907","126.680365","2025-11-14","3561000","인천광역시 서해구"
"꿈사랑 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","14:00","18:00","00:00","00:00","00:00","00:00","40","9896","0","33","2","7","인천광역시 서구 검단로 446, 검단e편한세상아파트 내","","032-204-3305","","","","37.6006953","126.6576523","2025-11-14","3561000","인천광역시 서해구"
"꿈빛도서관","인천광역시","서구","작은도서관","일+법정공휴일","13:00","18:00","13:00","15:00","00:00","00:00","20","2000","0","10","2","7","인천광역시 서구 건지로 370, 302호","","032-574-0052","","","","37.49663164","126.6826083","2025-11-14","3561000","인천광역시 서해구"
"꿈마을 작은도서관","인천광역시","서구","작은도서관","일+법정공휴일","13:00","18:00","10:00","14:00","00:00","00:00","15","1620","0","30","2","7","인천광역시 서구 승학로 566, 3층","","032-561-1154","","","","37.566352","126.6825031","2025-11-14","3561000","인천광역시 서해구"
"꿈나무 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","25","11761","0","2","2","7","인천광역시 서구 가정로112번길 10","","032-560-3188","","","","37.494311","126.672569","2025-11-14","3561000","인천광역시 서해구"
"꿈꾸는 작은도서관","인천광역시","서구","작은도서관","화+수+금+토+일+법정공휴일","15:00","18:00","00:00","00:00","00:00","00:00","8","4876","0","2","2","7","인천광역시 서구 건지로 402, 가좌한신휴플러스 아파트 내","","032-578-7721","","","","37.49526648","126.6844068","2025-11-14","3561000","인천광역시 서해구"
"꿈꾸는 나무 도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","14:30","17:00","00:00","00:00","00:00","00:00","30","5944","0","0","0","0","인천광역시 서구 청라에메랄드로 134","","032-569-7521","","","","37.53671329","126.6570027","2025-11-14","3561000","인천광역시 서해구"
"금곡하나아파트 문고","인천광역시","서구","작은도서관","일+법정공휴일","09:00","17:30","09:00","12:00","00:00","00:00","12","4745","0","2","2","7","인천광역시 서구 완정로216번길 5","","032-564-3588","","","","37.60378972","126.6527762","2025-11-14","3561000","인천광역시 서해구"
"으뜸골 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:30","18:00","00:00","00:00","00:00","00:00","50","12719","0","0","0","0","인천광역시 서구 고산로 24","","032-561-3460","","","","37.59508098","126.7017075","2025-11-14","3561000","인천광역시 서해구"
"당하동 책이있는쉼터","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","16:00","00:00","00:00","00:00","00:00","80","10128","0","0","0","0","인천광역시 서구 청마로167번길 19","","032-564-4617","","","","37.59210105","126.6746306","2025-11-14","3561000","인천광역시 서해구"
"거북골 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","09:00","17:00","00:00","00:00","00:00","00:00","6","13705","0","2","2","7","인천광역시 서구 거북로 116","","032-201-9811","","","","37.5025911","126.6746007","2025-11-14","3561000","인천광역시 서해구"
"가정동 작은도서관","인천광역시","서구","작은도서관","월+법정공휴일","11:00","17:00","11:00","17:00","00:00","00:00","24","5000","0","20","2","7","인천광역시 서구 가정로394번길 6, 사도들교회 1층","","032-543-8833","","","","37.51981713","126.6736892","2025-11-14","3561000","인천광역시 서해구"
"인천광역시교육청 인천광역시교육청부평도서관","인천광역시","부평구","공공도서관","매주 월요일+국가지정공휴일","06:00","20:00","06:00","17:00","00:00","00:00","574","192571","92","14449","10","15","인천광역시 부평구 경원대로1191","인천광역시교육청","032-510-7300","5663","3374","https://lib.ice.go.kr/bupyeong/index.do","37.48499649","126.7045861","2025-08-19","7310504","인천광역시교육청 인천광역시교육청부평도서관"
"인천광역시교육청연수도서관","인천광역시","연수구","공공도서관","수+법정공휴일","06:00","22:00","06:00","22:00","06:00","22:00","743","247697","81","30049","10","15","인천광역시 연수구 함박뫼로 152번길 96(연수동)","인천광역시교육청","032-899-7500","6354","5343","https://lib.ice.go.kr/yeonsu","37.41791595","126.6853266","2025-08-04","7310509","인천광역시교육청 인천광역시교육청연수도서관"
"인천광역시교육청 주안도서관","인천광역시","미추홀구","공공도서관","매주목요일","06:00","22:00","06:00","22:00","06:00","22:00","835","250447","88","17871","10","15","인천광역시 미추홀구 구월남로 27","인천광역시교육청 주안도서관","032-450-9100","6611","4996","https://lib.ice.go.kr/juan","37.45550009","126.6928788","2025-08-04","7310505","인천광역시교육청 인천광역시교육청주안도서관"
"인천광역시교육청 인천광역시교육청중앙도서관","인천광역시","남동구","공공도서관","매주 월요일+국가지정공휴일","09:00","20:00","09:00","17:00","00:00","00:00","360","303482","90","11475","10","15","인천광역시 남동구 정각로9","인천광역시교육청","032-421-1152","1281.34","1281.34","https://lib.ice.go.kr/jungang/index.do","37.455674","126.702493","2025-08-04","7310503","인천광역시교육청 인천광역시교육청중앙도서관"
"희망천작은도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","26","13667","0","0","5","14","인천광역시 부평구 경인로834번길 8(부평동)","인천광역시 부평구 부평2동행정복지센터","032-509-8623","","133.92","http://www.bppl.or.kr","37.482228","126.7145029","2025-10-31","3540000","인천광역시 부평구"
"샘터도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","9","7687","0","0","5","14","인천광역시 부평구 동암산로33번길 6-7(십정동)","인천광역시 부평구 십정2동행정복지센터","032-509-8620","","164.46","http://www.bppl.or.kr","37.473805","126.707884","2025-10-31","3540000","인천광역시 부평구"
"꿈나무작은도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","42","11034","0","0","5","14","인천광역시 부평구 부흥로173번길 68(산곡동)","인천광역시 부평구 산곡4동행정복지센터","032-509-8393","","164.52","http://www.bppl.or.kr","37.50174046","126.711437","2025-10-31","3540000","인천광역시 부평구"
"부개어린이도서관","인천광역시","부평구","공공도서관","일+월+법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","70","24895","10","0","5","14","인천광역시 부평구 동수로 166(부개동)","(재)인천광역시부평구문화재단","032-505-1131","319.4","365.36","https://www.bppl.or.kr","37.48552079","126.737024","2025-10-31","3540000","인천광역시 부평구"
"갈산도서관","인천광역시","부평구","공공도서관","일+월+법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","92","30708","20","0","5","14","인천광역시 부평구 주부토로 254(갈산동)","(재)인천광역시부평구문화재단","032-362-0261","1530","475.2","https://www.bppl.or.kr","37.517563","126.7271369","2025-10-31","3540000","인천광역시 부평구"
"청천도서관","인천광역시","부평구","공공도서관","일+월+법정공휴일","09:00","22:00","09:00","18:00","00:00","00:00","149","68573","27","1773","5","14","인천광역시 부평구 원길로 23(청천동)","(재)인천광역시부평구문화재단","032-330-9171","760","1083.02","https://www.bppl.or.kr","37.5058741","126.714391","2025-10-31","3540000","인천광역시 부평구"
"부평기적의도서관","인천광역시","부평구","공공도서관","일+월+법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","120","55857","17","1113","5","14","인천광역시 부평구 길주남로 166(부개동)","(재)인천광역시부평구문화재단","032-505-0612","1300.1","926.21","https://www.bppl.or.kr","37.50344695","126.7401943","2025-10-31","3540000","인천광역시 부평구"
"삼산도서관","인천광역시","부평구","공공도서관","일+월+법정공휴일","09:00","22:00","09:00","18:00","00:00","00:00","204","81156","54","2323","5","14","인천광역시 부평구 부평북로 445(삼산동)","(재)인천광역시부평구문화재단","032-330-7012","1048.4","1592.1","https://www.bppl.or.kr","37.522166","126.743035","2025-10-31","3540000","인천광역시 부평구"
"부개도서관","인천광역시","부평구","공공도서관","일+월+법정공휴일","09:00","22:00","09:00","18:00","00:00","00:00","227","77534","37","6217","5","14","인천광역시 부평구 부일로83번길 46(부개동)","(재)인천광역시부평구문화재단","032-505-0062","3130.4","1450.47","https://www.bppl.or.kr","37.491051","126.7395091","2025-10-31","3540000","인천광역시 부평구"
"청소년인문학도서관 두잉","인천광역시","부평구","작은도서관","월+일+법정공휴일","13:00","21:00","10:00","18:00","00:00","00:00","50","5420","8","164","5","14","인천광역시 부평구 마장로 35(십정동)","사단법인 청소년인권복지센터 내일","070-4202-3669","","122.66","","37.48207762","126.7088104","2025-10-31","3540000","인천광역시 부평구"
"꿈땅도서관","인천광역시","부평구","작은도서관","일+월+법정공휴일","09:30","17:30","09:30","15:00","00:00","00:00","70","12482","7","445","5","14","인천광역시 부평구 경인로 996(부평동)","동수감리교회","070-7878-6026","","152","","37.48684648","126.7303786","2025-10-31","3540000","인천광역시 부평구"
"옹달샘도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","14:00","18:00","00:00","00:00","00:00","00:00","45","10025","5","70","5","14","인천광역시 부평구 일신로 120(구산동)","구산동 부평자이아파트","032-277-2262","","63","","37.47772017","126.7496127","2025-10-31","3540000","인천광역시 부평구"
"동그라미도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","15:00","18:00","00:00","00:00","00:00","00:00","40","2000","0","0","5","14","인천광역시 부평구 이규보로 79(십정동)","십정동 주공뜨란채아파트","032-330-0532","","45","","37.47967346","126.7029085","2025-10-31","3540000","인천광역시 부평구"
"춤추는달팽이도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","50","7681","3","200","5","14","인천광역시 부평구 경인로 749(십정동)","춤추는달팽이도서관","032-526-5204","","117","","37.47695911","126.708486","2025-10-31","3540000","인천광역시 부평구"
"신나는여성주의도서관 랄라","인천광역시","부평구","작은도서관","토+일+월+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","80","8273","5","0","5","14","인천광역시 부평구 후정동로 60(삼산동)","인천여성회 부평지부","032-521-3763","","137.28","","37.522677","126.7385122","2025-10-31","3540000","인천광역시 부평구"
"청개구리어린이도서관","인천광역시","부평구","작은도서관","토+일+월+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","50","8979","7","0","5","14","인천광역시 부평구 화랑북로 15-3(산곡동)","청개구리어린이도서관","032-521-2040","","100","","37.49579548","126.7048289","2025-10-31","3540000","인천광역시 부평구"
"민들레작은도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","30","11041","0","0","5","14","인천광역시 부평구 길주남로 143(부개동)","부평구 부개주공1단지","070-4129-1739","","172.07","","37.50525856","126.738012","2025-10-31","3540000","인천광역시 부평구"
"동수작은도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","10:00","19:00","00:00","00:00","00:00","00:00","33","10340","0","92","5","14","인천광역시 부평구 동수북로166번길 20(부평동)","인천광역시 부평구 부평6동행정복지센터","032-509-8355","","109.62","http://www.bppl.or.kr","37.4880013","126.724491","2025-10-31","3540000","인천광역시 부평구"
"글마루도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","60","13041","5","23","5","14","인천광역시 부평구 부평문화로37번길 1(부평동)","인천광역시 부평구 부평1동행정복지센터","032-509-8628","","198","http://www.bppl.or.kr","37.494259","126.7200663","2025-10-31","3540000","인천광역시 부평구"
"갈산밀알도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","10:00","16:00","00:00","00:00","00:00","00:00","30","9459","0","0","5","14","인천광역시 부평구 주부토로 173(갈산동)","인천광역시 부평구 갈산2동행정복지센터","032-509-8434","","75.03","http://www.bppl.or.kr","37.51074117","126.7257141","2025-10-31","3540000","인천광역시 부평구"
"선일비전영어작은도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","13:00","18:00","00:00","00:00","00:00","00:00","16","3600","1","0","0","0","인천광역시 부평구 세월천로25번길 44(청천동)","선일교회","032-513-6546","","44.55","","37.510818","126.706111","2025-10-31","3540000","인천광역시 부평구"
"하하작은도서관","인천광역시","부평구","작은도서관","월+일+법정공휴일","10:00","18:00","10:00","17:00","00:00","00:00","30","4237","5","40","5","14","인천광역시 부평구 동수북로50번길 13-1(부평동)","부평시민교회","032-528-6581","","34.5","","37.486154","126.7129067","2025-10-31","3540000","인천광역시 부평구"
"마을도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","30","3000","1","0","5","14","인천광역시 부평구 영성동로18번길 19(삼산동)","부평구 삼산휴먼시아1단지","032-515-0063","","117.9","","37.51992711","126.748044","2025-10-31","3540000","인천광역시 부평구"
"해오름작은도서관","인천광역시","부평구","작은도서관","일+월+법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","12","5481","7","15","5","14","인천광역시 부평구 세월천로 21(청천동)","서현교회","032-207-5395","","38.01","","37.512637","126.707052","2025-10-31","3540000","인천광역시 부평구"
"늘푸른도서관","인천광역시","부평구","작은도서관","일+월+법정공휴일","13:00","18:00","13:00","18:00","00:00","00:00","30","2508","5","0","5","14","인천광역시 부평구 경원대로1418번길 13(부평동)","부평중부종합사회복지관","032-528-4020","","68.8","http://bjsocial.co.kr","37.490433","126.726575","2025-10-31","3540000","인천광역시 부평구"
"엘림작은도서관","인천광역시","부평구","작은도서관","일+월+수+목+금+법정공휴일","13:00","17:00","13:00","14:00","00:00","00:00","40","7417","1","65","5","14","인천광역시 부평구 항동로46번길 54(일신동)","대한예수교장로회 엘림교회","032-513-9191","","46.4","http://cafe.daum.net/elimlibrary","37.48154749","126.7411791","2025-10-31","3540000","인천광역시 부평구"
"호별 작은도서관","인천광역시","부평구","작은도서관","화+토+일+법정공휴일","12:00","18:00","00:00","00:00","00:00","00:00","6","1300","0","0","0","0","인천광역시 부평구 원적로 471번길 34(부평동)","호별 작은도서관","","","37.5","","37.50464773","126.7198167","2025-10-31","3540000","인천광역시 부평구"
"여울도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","10","1000","0","0","0","0","인천광역시 부평구 체육관로 111(삼산동)","삼산타운 주공아파트 4단지","032-513-1445","","43.84","","37.51219785","126.7429963","2025-10-31","3540000","인천광역시 부평구"
"포도나무 작은도서관","인천광역시","부평구","작은도서관","일+법정공휴일","10:00","18:00","13:00","16:00","00:00","00:00","10","2793","0","0","0","0","인천광역시 부평구 마장로179번길 14(산곡동)","포도나무 작은도서관","032-266-3237","","34.69","","37.493988","126.7027288","2025-10-31","3540000","인천광역시 부평구"
"조이도서관","인천광역시","부평구","작은도서관","일+법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","20","2508","3","0","0","0","인천광역시 부평구 세월천로 34(청천동)","소망의 교회","032-528-2281","","33","","37.51326245","126.705691","2025-10-31","3540000","인천광역시 부평구"
"하우스디 작은도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","13:00","18:00","00:00","00:00","00:00","00:00","18","2802","0","0","0","0","인천광역시 부평구 안남로 315(청천동)","부평구 하우스디아파트","032-518-7851","","79.2","","37.51163779","126.7088263","2025-10-31","3540000","인천광역시 부평구"
"함께하는 사랑밭 그림책도서관 1호점","인천광역시","부평구","작은도서관","월+일+법정공휴일","10:00","19:00","10:00","17:30","00:00","00:00","10","4116","1","112","0","0","인천광역시 부평구 동수로 17(부평동)","(사법)함께하는 사랑밭","032-518-6575","","195","http://withgo2.egentouch.com","37.48507961","126.720672","2025-10-31","3540000","인천광역시 부평구"
"노동자의 작은도서관 사람","인천광역시","부평구","작은도서관","일+법정공휴일","10:00","22:00","10:00","18:00","00:00","00:00","17","5293","6","0","5","14","인천광역시 부평구 경인로 671(십정동)","천주교인천교구노동사목","070-4324-0545","","133.13","","37.469743","126.707685","2025-10-31","3540000","인천광역시 부평구"
"사랑채작은도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","16:00","20:00","00:00","00:00","00:00","00:00","20","6300","4","0","0","0","인천광역시 부평구 부흥북로36번길 8(부평동)","온천하선교교회","032-221-8291","","52","","37.5010106","126.7258266","2025-10-31","3540000","인천광역시 부평구"
"가정골 북카페","인천광역시","서구","작은도서관","토+일+법정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","30","5504","0","2","2","7","인천광역시 서구 서달로179번길 12-16","","032-571-8920","","","","37.515517","126.677826","2025-11-14","3561000","인천광역시 서해구"
"가재울 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","40","11271","0","0","2","7","인천광역시 서구 장고개로280번길 14","","032-718-5229","","","","37.48748624","126.683403","2025-11-14","3561000","인천광역시 서해구"
"힐데스 작은도서관","인천광역시","서구","작은도서관","일+법정공휴일","13:00","19:00","13:00","19:00","00:00","00:00","31","1367","0","0","0","0","인천광역시 서구 청라라임로 17, 청라힐데스하임 아파트 관리동 1층","","032-564-4401","","","","37.52770121","126.6505059","2025-11-14","3561000","인천광역시 서해구"
"회화나무 도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","16","12932","0","2","2","7","인천광역시 서구 가정로335번길 3","","032-719-3831","","","","37.514608","126.6722843","2025-11-14","3561000","인천광역시 서해구"
"행복한나라 문고","인천광역시","서구","작은도서관","일+법정공휴일","10:00","18:00","10:00","18:00","00:00","00:00","15","3200","0","2","2","7","인천광역시 서구 완정로178번길 49","","032-266-8845","","","","37.60605688","126.659704","2025-11-14","3561000","인천광역시 서해구"
"한아름작은도서관","인천광역시","부평구","작은도서관","일+월+법정공휴일","14:00","18:00","14:00","18:00","00:00","00:00","16","1099","0","0","0","0","인천광역시 부평구 주부토로146번길 35-8(갈산동)","한아름작은도서관","070-8638-9531","","43.2","","37.50838429","126.728054","2025-10-31","3540000","인천광역시 부평구"
"열방작은도서관","인천광역시","부평구","작은도서관","일+법정공휴일","13:00","18:00","13:00","18:00","00:00","00:00","10","9078","0","0","0","0","인천광역시 부평구 수변로 68-1(부개동)","열방교회","","","37.62","","37.49258443","126.7409216","2025-10-31","3540000","인천광역시 부평구"
"꿈꾸는작은도서관","인천광역시","부평구","작은도서관","일+법정공휴일","14:00","20:00","09:00","17:00","00:00","00:00","24","1005","0","0","0","0","인천광역시 부평구 하정로19번길 5(십정동)","십정중부감리교회","032-428-1769","","54.72","","37.474552","126.702253","2025-10-31","3540000","인천광역시 부평구"
"꿈쟁이어린이도서관","인천광역시","부평구","작은도서관","일+월+법정공휴일","09:00","17:00","09:00","15:00","00:00","00:00","26","6500","0","0","0","0","인천광역시 부평구 부흥로 213 주안교회(산곡동)","주안교회","032-590-9809","","192.87","","37.499561","126.715083","2025-10-31","3540000","인천광역시 부평구"
"로뎀나무도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","20","9639","0","0","0","0","인천광역시 부평구 영성동로 35, 부성교회(삼산동)","부성교회","032-529-5112","","141.2","","37.52006146","126.746528","2025-10-31","3540000","인천광역시 부평구"
"지혜로작은도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","15","2639","0","0","0","0","인천광역시 부평구 마장로324번길8-17(산곡동)","지혜로작은도서관","","","152.51","","37.506052","126.7039764","2025-10-31","3540000","인천광역시 부평구"
"상동무지개작은도서관","인천광역시","부평구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","30","1250","0","0","0","0","인천광역시 부평구 송내대로373번길28(삼산동)","기쁜소식부천교회","","","62.4","","37.516550278","126.7588701907","2025-10-31","3540000","인천광역시 부평구"
"하브루타도서관","인천광역시","부평구","작은도서관","일+월+법정공휴일","09:00","16:30","13:00","16:00","00:00","00:00","20","2653","0","0","0","0","인천광역시 부평구 경인로931번길18(부평동)","부평남부교회","","","140","","37.48839372","126.7231464","2025-10-31","3540000","인천광역시 부평구"
"한국민들레도서관","인천광역시","서구","작은도서관","일+법정공휴일","09:00","18:00","10:00","17:00","00:00","00:00","60","25000","0","950","2","7","인천광역시 서구 승학로 247, 3층","","032-567-9394","","","","37.54470422","126.6723203","2025-11-14","3561000","인천광역시 서해구"
"푸른숲 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","19:00","00:00","00:00","00:00","00:00","20","10090","0","4","2","7","인천광역시 서구 서달로49번길 10","","070-8876-5566","","","","37.503068","126.677356","2025-11-14","3561000","인천광역시 서해구"
"푸른샘 어린이도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","11:00","17:00","00:00","00:00","00:00","00:00","16","11029","0","2","2","7","인천광역시 서구 장고개로309번길 4","","032-573-1662","","","","37.49083842","126.6848481","2025-11-14","3561000","인천광역시 서해구"
